Lat,Lon,Name,Borough,Ride.Count
40.824,-73.9445,TBPD DIST 03,1.0,2880
40.7243,-74.0076,FREEMAN PLAZA WEST,1.0,2880
40.7644,-73.999,HARBOR DAVID,1.0,2879
40.7074,-74.007,MONTESSORI SCHOOL OF MANHATTAN GOLD ST,1.0,2877
40.698,-73.9931,ST FRANCIS COLLEGE ST GEORGE RESIDENCE HALL,3.0,2875
40.6807,-73.9774,THE NEW SCHOOL KERREY HALL RESIDENCE,3.0,2873
40.7752,-73.9529,PS 290 MANHATTAN NEW SCHOOL,1.0,2869
40.717,-73.9907,VICTORIA CHILDRENS GROUP LOWER EAST SIDE,1.0,2862
40.7663,-73.9785,JW MARRIOTT ESSEX HOUSE HOTEL,1.0,2857
40.7567,-73.9665,TANZANIA MISSION TO UN,1.0,2857
40.7522,-73.9853,REFINERY HOTEL,1.0,2854
40.7576,-73.9639,CATHEDRAL HS,1.0,2845
40.7943,-73.9661,MANDELL SCHOOL LOWER AND UPPER SCHOOLS,1.0,2842
40.766,-73.9532,HAMAD BIN KHALIFA BIOMEDICAL RESEARCH BUILDING,1.0,2839
40.7623,-73.9814,SHERATON HOTEL TIMES SQUARE,1.0,2833
40.7625,-73.9764,SHOREHAM HOTEL,1.0,2823
40.7418,-74.0008,ST FRANCIS III RESIDENCE,1.0,2818
40.6925,-73.9942,ST CHARLES BORROMEO CHURCH,3.0,2803
40.7578,-73.8338,BLAND SENIOR CENTER,4.0,2803
40.7179,-74.0138,STUYVESANT HIGH SCHOOL,1.0,2802
40.7196,-74.0066,LADDER 8,1.0,2798
40.7407,-73.9793,STRAUS HOUSES BUILDING 2,1.0,2793
40.7436,-73.99,ST SAVA SERBIAN ORTHO CHURCH,1.0,2793
40.7284,-74.0068,NY PASSPORT AGENCY OFFICE,1.0,2789
40.7479,-74.0048,HIGH LINE W 23 ST ENTRANCE,1.0,2778
40.7427,-73.989,WORTH SQUARE,1.0,2763
40.7576,-73.9889,WESTIN HOTEL TIMES SQUARE,1.0,2757
40.7147,-74.0129,DC37 HEADQUARTERS,1.0,2754
40.7194,-73.9991,MUSEUM OF CHINESE IN AMERICA,1.0,2749
40.6335,-73.9757,YESHIVA NESIVOS CHAIM,3.0,2746
40.7191,-73.9834,PS 140 NATHAN STRAUS,1.0,2745
40.7179,-74.0068,NY LAW SCHOOL,1.0,2744
40.7636,-73.9661,METROPOLITAN KORYO UNITED METHODIST CHURCH,1.0,2740
40.7519,-73.9796,NEW ZEALAND CONSULATE,1.0,2731
40.7172,-73.9485,BADAME SESSA TRIANGLE,3.0,2729
40.7223,-74.005,GRAND CANAL COURT,1.0,2723
40.7148,-73.9404,ORIENT GROVE PARK,3.0,2720
40.766,-73.9034,49 ST OVER I-278 BQE WEST LEG,4.0,2719
40.7383,-73.9813,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDARY SCHOOL,1.0,2718
40.7347,-73.9991,JEFFERSON MARKET LIBRARY,1.0,2714
40.5781,-73.959,JOEL SAMUELS PLAZA,3.0,2712
40.7675,-73.9618,TRUMP PALACE CONDOMINIUMS,1.0,2709
40.7305,-73.9844,SIROVICH SENIOR CENTER,1.0,2706
40.7356,-73.9872,SUCCESS ACADEMY UNION SQUARE MANHATTAN 1,1.0,2701
40.762,-73.9729,BONHAMS AUCTION HOUSE,1.0,2701
40.7175,-73.9894,ESSEX STREET ACADEMY,1.0,2688
40.7487,-73.974,ENGINE 21,1.0,2685
40.7732,-73.9463,CLARKE SCHOOLS FOR HEARING & SPEECH,1.0,2673
40.7633,-73.9857,HAMPTON INN HOTEL TIMES SQUARE NORTH,1.0,2667
40.7392,-73.9526,PULASKI BR OVR NEWTOWN CRK BKLYN,3.0,2665
40.7725,-73.9513,CAEDMON SCHOOL,1.0,2664
40.734,-73.9995,WITTENBERG TRIANGLE,1.0,2663
40.7526,-73.986,MILLINERY CENTER SYNAGOGUE,1.0,2659
40.7617,-73.9703,RITZ TOWER BUILDING,1.0,2649
40.7249,-73.9876,KARMA HOOKAH BAR & LOUNGE,1.0,2648
40.7064,-74.0175,PS 94,1.0,2638
40.7461,-73.9833,HGU HOTEL,1.0,2636
40.7546,-73.9847,THREE BRYANT PARK,1.0,2631
40.7395,-73.9823,THE MARCEL AT GRAMERCY HOTEL,1.0,2629
40.7423,-74.004,MARITIME HOTEL,1.0,2628
40.7436,-73.9863,MADISON HOTEL 27 ST,1.0,2627
40.7719,-73.9825,DANTE PARK,1.0,2620
40.7274,-73.9514,CHURCH OF GOD OF GREENPOINT,3.0,2618
40.7301,-74.0006,PLAYERS THEATRE,1.0,2615
40.7141,-73.9878,PRIMITIVE CHRISTIAN CHURCH,1.0,2615
40.7165,-74.0027,MANHATTAN FAMILY COURT,1.0,2609
40.5986,-73.9793,AVENUE T OVER NYCT SEA BEACH,3.0,2604
40.765,-73.9891,NINE52 BUILDING,1.0,2598
40.7398,-73.985,GRAMERCY THEATRE,1.0,2598
40.7605,-73.9597,MOUNT VERNON HOTEL MUSEUM,1.0,2596
40.727,-73.9909,MANHATTAN COMMUNITY BOARD 3,1.0,2594
40.7562,-73.99,NY TIMES NEWSPAPER,1.0,2588
40.7588,-73.9704,ST PETER LUTHERAN CHURCH,1.0,2570
40.7714,-73.9582,ENGINE 44,1.0,2568
40.7381,-73.999,PRATT INSTITUTE MANHATTAN CAMPUS,1.0,2568
40.7206,-73.9957,MOTT ST SENIOR CENTER,1.0,2565
40.7799,-73.9604,BULGARIA MISSION TO UN,1.0,2562
40.7153,-74.0109,THE PARK PRE-SCHOOL,1.0,2562
40.765,-73.98,CARNEGIE HALL,1.0,2556
40.7599,-73.9711,LINDAMOOD BELL EAST SIDE LEARNING CENTER,1.0,2552
40.8544,-73.8854,BISHOP PERNICONE PLAZA,2.0,2548
40.7422,-73.9743,NYU LANGONE MEDICAL CENTER,1.0,2538
40.7269,-74.0048,ELISABETH IRWIN HIGH SCHOOL,1.0,2536
40.7444,-73.9719,AMERICAN COPPER BUILDINGS,1.0,2524
40.7041,-73.9868,NEW YORK FOUNDATION FOR THE ARTS,3.0,2513
40.7653,-73.976,RITZ CARLTON CENTRAL PARK,1.0,2512
40.7167,-74.0123,PS 234 ANNEX,1.0,2510
40.7301,-73.975,STUYVESANT TOWN 277 AVE C,1.0,2509
40.7186,-73.9926,WINDSOR HOTEL,1.0,2506
40.7153,-73.9928,SATELLITE 1 FDNY,1.0,2489
40.7737,-73.9564,YORKVILLE LIBRARY,1.0,2487
40.7519,-73.9817,MID MANHATTAN LIBRARY,1.0,2486
40.7514,-73.9766,CHANIN BUILDING,1.0,2486
40.6888,-73.9875,STATE STREET HOUSES,3.0,2485
40.8489,-73.9359,ST SPYRIDON HELLENIC ORTHODOX CHURCH,1.0,2476
40.7695,-73.9593,ST MARYS RESIDENCE HOTEL,1.0,2469
40.7189,-74.0112,MANHATTAN COMMUNITY COLLEGE VEHICLE ENTRANCE,1.0,2464
40.7555,-73.9727,MARRIOTT HOTEL EAST SIDE,1.0,2462
40.7428,-73.9856,NY LIFE BUILDING,1.0,2462
40.8008,-73.9563,ELECTRIC LADYBUG GARDEN,1.0,2456
40.7486,-73.984,CUNY RALPH BUNCHE INSTITUTE FOR INTERNATIONAL STUDIES,1.0,2454
40.7477,-73.9405,59 BR RAMP MNBD THOM AV OV JCKSN,4.0,2452
40.7821,-73.9805,NYLO HOTEL,1.0,2450
40.7538,-73.9746,CANADA CONSULATE,1.0,2450
40.7308,-73.9902,AMERICAN MIME THEATRE,1.0,2449
40.7612,-73.9788,CBS BUILDING,1.0,2437
40.7297,-73.992,NEW YORK UNIVERSITY - 10 ASTER PLACE,1.0,2436
40.7544,-73.965,YEMEN ARAB REP MSN,1.0,2436
40.7617,-73.9754,PENINSULA HOTEL,1.0,2429
40.7756,-73.9442,SCHURZ PARK E 87 ST ENTR,1.0,2429
40.7611,-73.9706,SWEDISH CONSULATE,1.0,2428
40.7513,-73.9829,LORD & TAYLOR STORE,1.0,2421
40.7645,-73.9691,LOEWS REGENCY HOTEL,1.0,2421
40.7461,-73.9454,SHORT TRIANGLE,4.0,2421
40.6468,-74.0265,PIER 4 ARMY TERMNL,3.0,2419
40.684,-74.0015,UNION STREET OVER I-278 BQE,3.0,2413
40.7737,-73.9455,SCHURZ PARK E 85 ST ENTRANCE,1.0,2412
40.7446,-73.9904,GOOD NEWS CHURCH,1.0,2403
40.7172,-74.0076,HRA OCSS CENTER CUSTOMER SERVICES WALK-IN CENTER,1.0,2402
40.7787,-73.9553,BATTALION 10 ENGINE 22 LADDER 13,1.0,2402
40.7529,-73.9837,BRYANT PARK HOTEL,1.0,2399
40.6735,-73.958,STERLING PL OVR FRANKLIN AV SHTL,3.0,2394
40.7187,-73.9984,PS 130 HERNANDO DESOTO,1.0,2394
40.747,-73.9964,PARS GRILL HOUSE,1.0,2390
40.7851,-73.9499,PS 198 ISADOR E IDA STRAUS,1.0,2387
40.7518,-73.9989,FASHION INSTITUTE OF TECHNOLOGY KAUFMAN HALL,1.0,2385
40.7681,-73.9679,PHILA CHRIST CHURCH,1.0,2375
40.7567,-74.0002,W 36 ST OV AMTRAK 30 ST BRANCH,1.0,2373
40.7803,-73.9761,PARC 77 BUILDING,1.0,2372
40.762,-73.9691,58TH STREET LIBRARY,1.0,2371
40.7639,-73.9639,PS 267 EAST SIDE ELEMENTARY SCHOOL,1.0,2369
40.7176,-74.011,INDEPENDANCE PLAZA SENIOR CENTER,1.0,2368
40.6899,-73.965,PRATT INSTITUTE HALL SECURITY BOOTH,3.0,2364
40.7583,-73.9812,PANAMA CONSULATE,1.0,2362
40.7658,-73.9646,ST VINCENTS FERRER SCHOOL,1.0,2356
40.7644,-73.9631,GARDENS NYC AFFINIA HOTEL,1.0,2343
40.7623,-73.9792,NY HILTON MIDTOWN HOTEL,1.0,2342
40.6958,-73.9829,KEVIN KANE WALK,3.0,2341
40.7325,-73.9988,WASHINGTON SQUARE HOTEL,1.0,2340
40.7418,-74.0042,GOOGLE OFFICE,1.0,2336
40.7761,-73.9511,ZION ST MARKS EVANGELICAL LUTHERAN CHURCH,1.0,2336
40.7376,-73.9752,HUNTER COLLEGE BROOKDALE CAMPUS EAST BUILDING,1.0,2334
40.7786,-73.9587,LOYOLA SCHOOL,1.0,2328
40.7478,-73.9914,MAN TRAFFIC 212 239 2500,1.0,2327
40.7337,-73.9957,EPISCOPAL ASCENSION CHURCH,1.0,2326
40.7476,-73.8828,MANUEL DE DIOS UNANUE TRIANGLE,4.0,2325
40.7629,-73.9788,BURLINGTON HOUSE,1.0,2325
40.7244,-73.9955,THE PUCK BUILDING,1.0,2320
40.8047,-73.9389,PARK AVENUE HOTEL,1.0,2318
40.7427,-74.0083,14 STREET PARK,1.0,2315
40.7618,-73.9724,STRANG CANCER PREVENTION INSTITUTE,1.0,2307
40.7457,-73.9871,MARBLE COLLEGIATE CHURCH,1.0,2307
40.749,-73.98,PARK,1.0,2295
40.7513,-73.9858,EMBASSY SUITES HOTEL,1.0,2295
40.7093,-74.0172,RECTOR PARK,1.0,2292
40.7983,-73.9631,LA PERLA COMMUNITY GARDEN,1.0,2290
40.7587,-73.9884,ROW NYC HOTEL,1.0,2289
40.7793,-73.9533,DALTON SCHOOL PHYSICAL EDUCATION CENTER,1.0,2281
40.708,-74.0132,DOT DIVISION OF BRIDGES,1.0,2268
40.7096,-74.0075,DOWNTOWN LITTLE SCHOOL,1.0,2267
40.7438,-74.0038,FULTON HOUSES BUILDING 8,1.0,2265
40.7772,-73.9577,CONGREGATION OR ZARUA,1.0,2264
40.7319,-73.9845,NY EYE & EAR INFIRMARY MT SINAI,1.0,2262
40.7546,-73.9771,ROOSEVELT HOTEL,1.0,2261
40.8182,-73.9602,RIVSIDE DR OVER W 125 W 134ST,1.0,2259
40.7928,-73.9229,DEP WARDS ISLAND WPCP COMPLEX,1.0,2258
40.725,-73.9808,ST BRIGID SCHOOL,1.0,2242
40.7017,-73.9122,ST BRIGID SCHOOL,3.0,2242
40.7279,-73.9827,ST NICHOLAS OF MYRA ORTHODOX CHURCH,1.0,2234
40.7276,-74.008,CHILDRENS MUSEUM OF THE ARTS,1.0,2222
40.724,-73.9896,FIRST STREET GARDEN,1.0,2222
40.8048,-73.953,HARLEM HEBREW LANGUAGE CHARTER SCHOOL,1.0,2219
40.7201,-74.0049,TBPD DIST 02,1.0,2215
40.7494,-74.0033,AVENUES NEW YORK SCHOOL,1.0,2210
40.762,-73.9753,5 AVE PRESBY CHURCH,1.0,2208
40.7056,-74.0173,RITZ CARLTON HOTEL BATTERY PARK,1.0,2201
40.7768,-73.9628,RUDOLF STEINER LOWER SCHOOL,1.0,2200
40.7563,-73.982,SERBIA CONSULATE,1.0,2193
40.7205,-73.9963,SAN LORENZO RUIZ CHAPEL,1.0,2192
40.6868,-73.9771,HANSON PLACE SEVENTH DAY ADVENTIST SCHOOL,3.0,2191
40.6357,-73.9629,NEWKIRK AV OVER NYCTA BRIGHTON,3.0,2190
40.7074,-74.0039,TITANIC MEMORIAL LIGHTHOUSE,1.0,2187
40.7492,-73.9914,11 PENN PZ,1.0,2180
40.7812,-73.9579,PARK AVE SYNAGOGUE,1.0,2179
40.7791,-73.9563,KEHILATH JESHURUN CONGREGATION,1.0,2178
40.7619,-73.9822,BNP PARIBAS BANK,1.0,2177
40.7451,-73.9898,SENTON HOTEL,1.0,2175
40.7114,-74.0162,600 GATEWAY PLAZA,1.0,2169
40.8462,-73.9428,COLUMBIA UNIVERSITY 154 HAVEN AVE,1.0,2166
40.7874,-73.9761,AMSTERDAM RESIDENCE,1.0,2150
40.7451,-73.9338,DAYS INN HOTEL LONG ISLAND CITY,4.0,2148
40.7539,-73.9793,FIFTH CHURCH OF CHRIST SCIENTIST,1.0,2143
40.7365,-73.8882,PEEK A BOO LEARNING CENTER ELMHURST,4.0,2139
40.7969,-73.9728,SCHUYLER ARMS CO-OP,1.0,2137
40.7308,-73.9871,THIRD STREET PRESCHOOL,1.0,2133
40.7173,-73.9999,CHUNG PAK DAY CARE CENTER,1.0,2131
40.7131,-74.0097,CIVILIAN COMPLAINT REVIEW BOARD,1.0,2125
40.7607,-73.9793,SPERRY RAND BUILDING,1.0,2117
40.7348,-73.9896,BETH ISRAEL MEDICAL CENTER PHILLIPS AMBULATORY CARE CENTER,1.0,2109
40.7704,-73.9594,BUCKLEY SCHOOL JAMES M HUBBALL BUILDING,1.0,2105
40.766,-73.9552,WILLIAM WOODWARD JR NURSERY SCHOOL,1.0,2103
40.7824,-73.9472,MOUNT SINAI ADOLESCENT HEALTH CENTER,1.0,2098
40.7471,-73.943,PATRICK JEROME GLEASON SQUARE,4.0,2096
40.7726,-73.9537,HUNTERS APARTMENTS 79 ST,1.0,2089
40.5841,-73.9385,BEST WESTERN PLUS BROOKLYN BAY HOTEL,3.0,2088
40.7143,-73.9813,RHEBA LIEBOWITZ SQUARE,1.0,2086
40.7647,-73.981,PARK CENTRAL HOTEL,1.0,2081
40.749,-73.989,PATH STATION 33 STREET,1.0,2081
40.7626,-73.9787,DANDELION FOUNTAIN,1.0,2079
40.7787,-73.95,ABC MERRICATS CASTLE SCHOOL,1.0,2074
40.7034,-74.0114,FRAUNCES TAVERN MUSEUM,1.0,2072
40.7496,-74.0023,HUDSON GUILD EARLY CHILDHOOD CENTER,1.0,2072
40.7125,-74.008,WOOLWORTH BUILDING,1.0,2067
40.7036,-73.9893,BROOKWOOD CC-EC&FAMILY CENTER,3.0,2066
40.69,-73.9892,BROOKLYN FRONTIERS HIGH SCHOOL,3.0,2065
40.7584,-73.9919,GEFFNER HOUSE,1.0,2058
40.7141,-73.9599,WILLIAMSBURG CINEMAS,3.0,2057
40.7645,-73.983,HILTON GARDEN INN HOTEL CENTRAL PARK SOUTH MIDTOWN WEST,1.0,2049
40.765,-73.9753,PARK LANE HOTEL,1.0,2046
40.7407,-73.9821,ABBEY TAVERN,1.0,2044
40.7446,-73.9818,HOTEL 31,1.0,2042
40.7796,-73.988,RIVERSIDE DRIVE S OVER AMTRAK,1.0,2041
40.7317,-73.9965,NEW YORK UNIVERSITY GLUCKSMAN IRELAND HOUSE,1.0,2038
40.7804,-73.9853,ISLAMIC CULTURAL CENTER RIVERSIDE DRIVE,1.0,2037
40.7743,-73.963,CARLYLE HOTEL,1.0,2036
40.7638,-73.9796,NYC CENTER THEATER,1.0,2034
40.7726,-73.9599,ST JEAN BAPTISTE RC CHURCH,1.0,2033
40.7457,-73.9757,MALTA CONSULATE,1.0,2026
40.7835,-73.9784,LUCERNE HOTEL,1.0,2021
40.768,-73.9602,LENOX HILL POST OFFICE,1.0,2020
40.7785,-73.9831,WEST END DAY SCHOOL,1.0,2015
40.7453,-74.0091,CHELSEA PIERS GOLF CLUB,1.0,2014
40.7364,-73.993,NEW SCHOOL 71 5 AV,1.0,2012
40.7189,-73.9497,MUSEUM OF FOOD & DRINK,3.0,2011
40.7099,-74.0139,CLUB QUARTERS HOTEL WORLD TRADE CENTER,1.0,2010
40.7566,-73.9896,TIMES SQUARE PLAZA,1.0,2010
40.7634,-73.9687,FRENCH DU ST ESPRIT CHURCH,1.0,2010
40.7482,-73.9748,NASH BUILDING,1.0,2009
40.7687,-73.9624,NEW YORK SCHOOL OF INTERIOR DESIGN,1.0,2000
40.7138,-74.0114,BMCC FITERMAN HALL,1.0,1999
40.7683,-73.9873,WATSON HOTEL,1.0,1997
40.73,-74.0029,DOWNING ST PLAYGROUP COOPERATIVE,1.0,1995
40.7418,-73.9788,ENGINE 16 LADDER 7,1.0,1994
40.7688,-73.9826,ROSE THEATER,1.0,1993
40.7385,-73.984,OPEN ARMS PRESCHOOL,1.0,1985
40.7556,-73.9713,ICELAND CONSULATE,1.0,1985
40.7037,-73.9948,RIVER CAFE,3.0,1985
40.7276,-73.9962,MERCER PLAYGROUND,1.0,1985
40.7576,-73.9985,W 38 ST OV AMTRAK 30 ST BRANCH,1.0,1984
40.7816,-73.9514,YORKVILLE POST OFFICE,1.0,1982
40.7471,-73.9814,E 34 ST OVER PARK AVENUE TUNNEL,1.0,1979
40.7171,-74.014,TRIBECA BRIDGE TOWER BUILDING,1.0,1977
40.7289,-73.9775,CAMPOS PLAZA II BUILDING 4,1.0,1971
40.7656,-73.9933,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,1.0,1970
40.7742,-73.9634,NY HEADACHE CENTER,1.0,1969
40.769,-73.9938,AMERICAN ACADEMY MCALLISTER INSTITUTE OF FUNERAL SERVICE,1.0,1969
40.7353,-73.9976,THE NEW SCHOOL EUGENE LANG COLLEGE,1.0,1968
40.6487,-73.9575,SUCCESS ACADEMY CHARTER SCHOOL FLATBUSH,3.0,1963
40.716,-74.0115,PS 234 INDEPENDENCE SCHOOL,1.0,1962
40.8538,-73.8726,BRONX ZOO RIVER GATE,2.0,1961
40.7077,-74.0015,PECK SLIP PLAZA,1.0,1959
40.6555,-74.0045,SUNSET PARK HIGH SCHOOL,3.0,1958
40.7453,-73.9137,ENGINE 325 LADDER 163,4.0,1958
40.73,-74.0054,EARLY CHILDHOOD RESOURCE AND INFORMATION CENTER,1.0,1955
40.7515,-73.9977,W 31 OVER AMTRAK LAYUP TRACKS,1.0,1955
40.7336,-74.0023,CHRISTOPHER PARK,1.0,1953
40.7283,-74.0057,VILLAGE POST OFFICE,1.0,1951
40.7153,-74.0062,BATTALION 1 ENGINE 7 LADDER 1,1.0,1950
40.7093,-74.0137,W HOTEL DOWNTOWN,1.0,1946
40.704,-74.0088,OLD SLIP PARK,1.0,1945
40.7547,-73.8762,34 AVENUE MALL,4.0,1945
40.7552,-73.9856,HILTON GARDEN INN TIMES SQUARE CENTRAL,1.0,1944
40.7281,-73.9792,CHILDREN'S GARDEN,1.0,1944
40.7904,-73.9759,THE IDEAL SCHOOL OF MANHATTAN W 89 ST,1.0,1941
40.8794,-73.8857,MARGARET J MACK TRIANGLE,2.0,1940
40.7162,-74.0121,TRIBECA DOG RUN WARREN STREET,1.0,1938
40.7592,-73.9665,ART & DESIGN HIGH SCHOOL,1.0,1935
40.734,-73.9934,CINEMA VILLAGE THEATRE,1.0,1935
40.7598,-73.9618,TO QUEENS FRM 59 ST OV 1 AV,1.0,1929
40.6569,-74.0087,INDUSTRY CITY,3.0,1924
40.7559,-73.9824,ALGONQUIN HOTEL,1.0,1922
40.7503,-73.9854,EXECUTIVE HOTEL LE SOLEIL,1.0,1920
40.7625,-73.9755,ARGENTINA CONSULATE,1.0,1918
40.7464,-73.9812,SUCCESS ACADEMY HIGH SCHOOL OF THE LIBERAL ARTS,1.0,1914
40.7278,-73.9818,EAST VILLAGE TOTS,1.0,1910
40.7523,-74.002,HIGH LINE W 30 ST ENTRANCE,1.0,1908
40.7448,-73.998,CINEPOLIS CHELSEA CINEMAS,1.0,1907
40.75,-73.9782,SOCIETY JEWISH SCIENCE,1.0,1905
40.7593,-73.98,ROCKEFELLER CENTER CONCOURSE,1.0,1901
40.7603,-73.9878,NY INN HOTEL,1.0,1893
40.7614,-73.9894,RAMON APONTE PARK,1.0,1891
40.7493,-73.9952,HRA HASA SERVICE LINE INTAKE UNIT,1.0,1891
40.7572,-73.9833,ST JAMES HOTEL,1.0,1891
40.7035,-74.0106,COENTIES SLIP PARK,1.0,1888
40.7133,-73.939,OLIVE STREET GARDEN,3.0,1888
40.7265,-73.9879,9 PRECINCT,1.0,1888
40.7371,-73.9819,EPIPHANY CHURCH,1.0,1885
40.7645,-73.972,HARMONIE CLUB,1.0,1884
40.7478,-74.0048,FDNY EMS STATION 7,1.0,1884
40.7281,-74.0051,BOARD OF ELECTIONS,1.0,1883
40.8462,-73.9089,BOARD OF ELECTIONS,2.0,1883
40.7527,-73.9724,PERFECT PINT RESTAURANT,1.0,1879
40.751,-73.9779,MUSEUM OF THE DOG,1.0,1877
40.7229,-73.9966,FDNY EMS MOBILE MEDICAL UNIT 4,1.0,1877
40.7534,-73.9781,MTA INTERAGENCY INCIDENT COMMAND POST,1.0,1873
40.6839,-73.9755,DMV ATLANTIC CENTER,3.0,1873
40.7529,-73.9784,ONE VANDERBILT AVENUE,1.0,1869
40.7864,-73.9793,PS 811 MICKEY MANTLE SCHOOL,1.0,1866
40.7467,-73.9946,FIT ALUMNI HALL,1.0,1866
40.7154,-74.0063,FDNY BOROUGH COMMAND,1.0,1866
40.5926,-74.1296,FDNY BOROUGH COMMAND,5.0,1866
40.756,-73.9869,TIMES SQ AREA,1.0,1865
40.7787,-73.9546,PARK LANE PLZ AREA,1.0,1862
40.7805,-73.9476,EAST SIDE MIDDLE SCHOOL,1.0,1861
40.7794,-73.9442,DEKOVATS PLAYGROUND,1.0,1855
40.7518,-73.9761,GRAND HYATT HOTEL GRAND CENTRAL TERMINAL,1.0,1854
40.777,-73.9858,LINCOLN TOWERS,1.0,1854
40.713,-73.9881,NYC HEALTH + HOSPITALS GOUVERNEUR,1.0,1853
40.7247,-73.9781,POLICE SERVICE AREA 4,1.0,1848
40.7857,-73.954,SQUADRON A ARMORY,1.0,1847
40.7626,-73.9738,TIFFANYS,1.0,1847
40.7405,-73.9846,ST FRANCIS I RESIDENCE,1.0,1846
40.7279,-73.9955,NEW YORK UNIVERSITY HAYDEN HALL,1.0,1844
40.7001,-73.9922,ENGINE 205 LADDER 118,3.0,1842
40.7312,-74.001,WEST 4 ST COURTS,1.0,1838
40.7247,-73.9902,ANTHOLOGY FILM ARCHIVES,1.0,1837
40.7199,-73.9957,ENGINE 55,1.0,1833
40.7682,-73.9868,TRINITY PRESBYTERIAN CHURCH,1.0,1829
40.7479,-74.0086,CHELSEA PIERS FIELD HOUSE,1.0,1829
40.7928,-73.9747,WINDERMERE WEST END APARTMENT,1.0,1828
40.7439,-73.9831,DEAUVILLE HOTEL,1.0,1827
40.7336,-73.9908,NEW YORK UNIVERSITY 838 BROADWAY,1.0,1824
40.7651,-73.9837,SPYSCAPE,1.0,1820
40.7615,-73.9916,THEATRE AT ST CLEMENTS,1.0,1820
40.7457,-73.9842,ROGER HOTEL,1.0,1818
40.869,-73.9314,INWOOD HILL PARK AMTRAK,1.0,1814
40.7547,-73.9734,ROGER SMITH HOTEL,1.0,1813
40.717,-73.9959,LIGHTHOUSE PRESCHOOL,1.0,1813
40.7185,-73.949,DIV 11 FD\LEONARD,3.0,1812
40.7411,-73.9802,ST ILLUMINATORS ARMENIAN APOSTOLIC CATHEDRAL,1.0,1807
40.727,-73.9873,SIXTH STREET COMMUNITY SYNAGOGUE,1.0,1807
40.743,-73.9766,AMC KIPS BAY 15 THEATRE,1.0,1805
40.7695,-73.9554,RHINELANDER CHILDRENS CENTER,1.0,1801
40.7836,-73.9708,BOLIVAR BUILDING,1.0,1800
40.834,-73.9452,ILKA TANYA PAYAN MEMORIAL PARK,1.0,1799
40.7565,-73.973,TOWERS OF THE WALDORF ASTORIA,1.0,1799
40.7524,-73.9737,LITHUANIA MISSION TO UN,1.0,1796
40.6444,-73.9644,BEVERLY RD OVER NYCTA BRIGHTON,3.0,1788
40.7562,-73.9723,W HOTEL LEXINGTON AV,1.0,1786
40.6414,-73.964,CORTELYOU RD OV NYCTA BRIGHTON,3.0,1786
40.7347,-73.9914,WHOLE FOODS MARKET UNION SQUARE,1.0,1786
40.7665,-73.9622,WNYW OFFICE,1.0,1785
40.7602,-73.9642,EGYPT CONSULATE,1.0,1783
40.7465,-73.9863,WILLOUGHBYS CAMERAS,1.0,1780
40.7855,-73.9486,ISLAMIC CULTURAL CENTER 3 AV,1.0,1779
40.7235,-73.9835,CORNELIA CONNELLY CENTER,1.0,1778
40.6709,-73.9244,STERLING PLACE REHAB ST JOHNS PL BUILDING 5,3.0,1778
40.7271,-73.9846,GEORGE JACKSON ACADEMY,1.0,1777
40.7142,-73.9971,CONFUCIUS PLAZA,1.0,1770
40.7644,-73.9806,WELLINGTON HOTEL,1.0,1766
40.7875,-73.968,DWIGHT SCHOOL 291 CENTRAL PARK W,1.0,1761
40.6846,-74.0011,SACKETT STREET OVER I-278 BQE,3.0,1761
40.7259,-73.9917,KENTON HALL MEN SHELTER,1.0,1759
40.7806,-73.9479,PS 527 EAST SIDE SCHOOL FOR SOCIAL ACTION,1.0,1750
40.7589,-73.9757,VENEZUELA CONSULATE,1.0,1747
40.7267,-74.0033,FATHER FAGAN SQUARE,1.0,1744
40.7624,-73.9739,TRUMP TOWER,1.0,1742
40.7312,-74.0016,IFC CENTER,1.0,1740
40.7596,-73.9846,RENAISSANCE TIMES SQUARE HOTEL,1.0,1740
40.7773,-73.9612,ALASKA ON MADISON,1.0,1734
40.7553,-73.9672,LAO CONSULATE & MISSION TO UN,1.0,1734
40.748,-73.9762,ROMANIAN MISSION TO UN,1.0,1731
40.7531,-73.9745,CLUB QUARTERS HOTEL GRAND CENTRAL,1.0,1731
40.7502,-73.9877,HERALD SQUARE,1.0,1731
40.7432,-73.9758,KIPS BAY TOWERS NORTH BUILDING,1.0,1729
40.7562,-74.0008,EMPIRE LINE,1.0,1729
40.7577,-73.9785,CHILDREN FIRST ON 5TH AVE.,1.0,1727
40.7788,-73.9745,4TH UNIVERSALIST SOCIETY CHURCH,1.0,1726
40.7595,-73.9926,WESTSIDE THEATRE,1.0,1725
40.7425,-73.9873,POLICE OFFICER MOIRA ANN SMITH PLAYGROUND,1.0,1725
40.7331,-74.0084,MISSIONARIES OF CHARITY GIFT OF LOVE,1.0,1724
40.7645,-73.9661,BARBIZON 63 BUILDING,1.0,1724
40.8268,-73.9227,GRAND CONCOURSE OVER E  161 ST,2.0,1724
40.7089,-74.0104,ISAMU NOGUCHI'S CUBE,1.0,1719
40.7609,-73.9841,CAROLINES ON BROADWAY COMEDY CLUB,1.0,1719
40.71,-74.0116,WORLD TRADE CENTER S CONCOURSE,1.0,1718
